ticket_id,title,description,category,priority,assignee_id
911,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
912,Авторизация,Проблемы с двухфакторной аутентификацией,access,medium,41
913,Не работает принтер,Оборудование не отвечает,hardware,low,43
914,Проблемы с сетью,Не работает интернет,network,high,46
915,Создание нового аккаунта,Аккаунт заблокирован,accounts,high,47
916,Авторизация,Проблемы с двухфакторной аутентификацией,access,high,41
917,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
918,Профилактика,Запуск диагностики,maintenance,low,44
919,Не работает принтер,Устройство не включается,hardware,high,43
920,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
921,Проблемы с приложением,Ошибка при выполнении,software,critical,45
922,Проблемы с сетью,Не работает интернет,network,high,46
923,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
924,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
925,Блокировка аккаунта,Не удается создать учетную запись,accounts,high,47
926,Ошибка подключения,Проблемы с Wi-Fi,network,low,46
927,Профилактика,Необходимо обновить ПО,maintenance,high,44
928,Сброс пароля,Не удается сбросить пароль,access,critical,41
929,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
930,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
931,Проблемы с безопасностью,Обнаружена подозрительная активность,security,low,40
932,Авторизация,Не удается сбросить пароль,access,critical,41
933,Не работает ПО,Не удается установить обновление,software,high,45
934,Проблемы с сетью,Проблемы с Wi-Fi,network,medium,46
935,Проблемы с учетной записью,Аккаунт заблокирован,accounts,high,47
936,Обновление системы,Необходимо обновить ПО,maintenance,low,44
937,Проблемы с монитором,Устройство не включается,hardware,high,43
938,Несанкционированный доступ,Обнаружена подозрительная активность,security,low,40
939,Проблемы с приложением,Программа не запускается,software,critical,45
940,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
941,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
942,Проблемы с приложением,Ошибка при выполнении,software,high,45
943,Сломался компьютер,Устройство не включается,hardware,high,43
944,Проблемы с доступом,Ошибка при входе в систему,access,critical,41
945,Проверка оборудования,Требуется плановая проверка,maintenance,medium,44
946,Ошибка подключения,Не работает интернет,network,high,46
947,Сломался компьютер,Аппаратная ошибка,hardware,low,43
948,Проблемы с доступом,Ошибка при входе в систему,access,high,41
949,Не работает принтер,Аппаратная ошибка,hardware,medium,43
950,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
951,Не работает ПО,Не удается установить обновление,software,critical,45
952,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
953,Не работает принтер,Оборудование не отвечает,hardware,critical,43
954,Проверка оборудования,Требуется плановая проверка,maintenance,low,44
955,Проблемы с учетной записью,Проблемы с доступом к аккаунту,accounts,critical,47
956,Авторизация,Не удается сбросить пароль,access,low,41
957,Ошибка в программе,Ошибка при выполнении,software,high,45
958,Ошибка подключения,Не работает интернет,network,high,46
959,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
960,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
961,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
962,Ошибка подключения,Проблемы с Wi-Fi,network,critical,46
963,Обновление системы,Запуск диагностики,maintenance,low,44
964,Проблемы с доступом,Ошибка при входе в систему,access,medium,41
965,Создание нового аккаунта,Аккаунт заблокирован,accounts,critical,47
966,Проблемы с безопасностью,Обнаружена подозрительная активность,security,medium,40
967,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
968,Авторизация,Проблемы с двухфакторной аутентификацией,access,high,41
969,Не работает ПО,Ошибка при выполнении,software,critical,45
970,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
971,Проблемы с монитором,Оборудование не отвечает,hardware,critical,43
972,Проверка оборудования,Необходимо обновить ПО,maintenance,high,44
973,Подозрительная активность,Попытка несанкционированного доступа,security,low,40
974,Проблемы с сетью,Ошибка сетевого подключения,network,medium,46
975,Блокировка аккаунта,Не удается создать учетную запись,accounts,high,47
976,Сброс пароля,Не удается сбросить пароль,access,medium,41
977,Не работает принтер,Оборудование не отвечает,hardware,medium,43
978,Не работает ПО,Ошибка при выполнении,software,critical,45
979,Не работает принтер,Оборудование не отвечает,hardware,low,43
980,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
981,Обновление системы,Требуется плановая проверка,maintenance,high,44
982,Нет интернета,Ошибка сетевого подключения,network,medium,46
983,Не работает принтер,Устройство не включается,hardware,high,43
984,Авторизация,Не удается сбросить пароль,access,high,41
985,Создание нового аккаунта,Аккаунт заблокирован,accounts,critical,47
986,Проблемы с сетью,Проблемы с Wi-Fi,network,high,46
987,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
988,Сброс пароля,Не удается сбросить пароль,access,medium,41
989,Проблемы с монитором,Устройство не включается,hardware,high,43
990,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
991,Сломался компьютер,Оборудование не отвечает,hardware,low,43
992,Сброс пароля,Ошибка при входе в систему,access,medium,41
993,Ошибка в программе,Не удается установить обновление,software,medium,45
994,Проблемы с безопасностью,Обнаружена подозрительная активность,security,high,40
995,Блокировка аккаунта,Не удается создать учетную запись,accounts,medium,47
996,Проблемы с доступом,Проблемы с двухфакторной аутентификацией,access,critical,41
997,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
998,Проблемы с сетью,Ошибка сетевого подключения,network,low,46
999,Профилактика,Запуск диагностики,maintenance,critical,44
1000,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
